,taxon,back_red,bell_red,brea_red,crow_red,rump_red,tail_red,thro_red,back_bright,bell_bright,brea_bright,crow_bright,rump_bright,tail_bright,thro_bright,bio1,bio12,scaled_temp,scaled_precip,Habitat
Hylex_perro_uni,Hylex_perro_uni,0.030756335,0.07008009,0.045788224,0.026753544,0.043525883,0.025495053,0.04829282,0.265920149,0.429910436,0.339730733,0.268758005,0.279137351,0.246060406,0.371371345,26.2,2059.5,1.227336954,0.662920219,Forest
Hylex_stres_xxx,Hylex_stres_xxx,0.025489764,0.059479516,0.037738481,0.022192669,0.040811367,0.025059976,0.047300909,0.259851168,0.403543328,0.309034615,0.250347923,0.268872949,0.255540804,0.407856446,25.35,2189,1.093095512,0.822074797,Forest
Lepid_affin_xxx,Lepid_affin_xxx,0.035512003,0.045051469,0.03954013,0.020418328,0.039855899,0.036287884,0.074344959,0.290147804,0.361932611,0.347147908,0.260474937,0.29282627,0.317176546,0.481487648,17,2181,-0.225629246,0.812242854,Forest
Lepid_albol_fus,Lepid_albol_fus,0.029108788,0.044588018,0.03811283,0.025826699,0.039588459,0.029211485,0.060531927,0.274806897,0.354120149,0.340267443,0.272342203,0.277311881,0.28149458,0.428398527,25.3,2212.5,1.085198957,0.85095613,Intermediate
Lepid_angus_ang,Lepid_angus_ang,0.058659487,0.0757949,0.083048214,0.027279765,0.061755828,0.046687306,0.109405417,0.339290492,0.491538019,0.510552483,0.287690634,0.343230534,0.300381794,0.615175634,21.9,1018,0.548233187,-0.61707587,Intermediate
Lepid_falci_xxx,Lepid_falci_xxx,0.035277379,0.037313827,0.045066638,0.029295542,0.040015288,0.042559809,0.096868436,0.292402097,0.353652561,0.391689372,0.275681501,0.288651549,0.306291928,0.705497494,18.1,1836,-0.051905026,0.388240309,Forest
Lepid_lacry_xxx,Lepid_lacry_xxx,0.03197661,0.040984582,0.037533866,0.020608528,0.040271732,0.034591737,0.043509957,0.280610829,0.344058263,0.318161581,0.261031278,0.279931478,0.296932125,0.42975618,16.9,1465,-0.241422357,-0.067716051,Forest
Lepid_leuco_xxx,Lepid_leuco_xxx,0.03582361,0.041600123,0.049212784,0.020454441,0.048970178,0.045070282,0.080452246,0.303241162,0.415347347,0.449554739,0.276561519,0.309985161,0.326704606,0.601678886,17.3,1167.5,-0.178249913,-0.433341434,Forest
Lepid_soule_xxx,Lepid_soule_xxx,0.030430897,0.044232525,0.035723807,0.024560665,0.049906467,0.038345671,0.069613435,0.295086584,0.4026276,0.365281953,0.286631364,0.323545971,0.316258853,0.489834338,24.7,2461,0.990440291,1.156360862,Intermediate
Lepta_andic_xxx,Lepta_andic_xxx,0.019305105,0.035210396,0.030997542,0.025805533,0.024059944,0.013439613,0.032008666,0.305494941,0.342522035,0.370103673,0.247108285,0.278539242,0.249299273,0.481286752,6.2,883,-1.931285221,-0.782989909,Nonforest
Lepta_fulig_xxx,Lepta_fulig_xxx,0.031066305,0.065616948,0.064795197,0.025843724,0.044886237,0.046687896,0.043704301,0.309053665,0.436477509,0.454586653,0.265907991,0.329681181,0.31637084,0.428459162,12.5,602,-0.936319235,-1.128336909,Nonforest
Lepta_pilea_xxx,Lepta_pilea_xxx,0.017409184,0.045244764,0.035722287,0.030715679,0.024269661,0.017228198,0.031915817,0.296004382,0.465515914,0.45057761,0.274460873,0.338070247,0.302479267,0.429383342,7.9,729,-1.662802336,-0.972254813,Nonforest
Lepta_stria_xxx,Lepta_stria_xxx,0.024397254,0.061722419,0.043746149,0.025941887,0.0357096,0.02569428,0.027040571,0.337851774,0.483017239,0.461596625,0.274141446,0.35134641,0.303496079,0.424235352,10.1,192.5,-1.315353896,-1.631609495,Nonforest
Lepta_strio_xxx,Lepta_strio_xxx,0.026126992,0.08259539,0.077285851,0.025428983,0.03223117,0.031287221,0.058246119,0.266758355,0.473781427,0.42979795,0.241057075,0.287509806,0.31654396,0.459400197,15.25,1784.5,-0.502008686,0.324947176,Forest
Lepta_xenot_xxx,Lepta_xenot_xxx,0.017829389,0.0430941,0.02637331,0.043805459,0.012627141,0.011500795,0.015736365,0.260488491,0.375835561,0.389064465,0.261573156,0.237092073,0.24728133,0.398714284,7.4,756,-1.74176789,-0.939072005,Forest
Lepta_yanac_xxx,Lepta_yanac_xxx,0.022948939,0.078659561,0.077664981,0.02171134,0.033468958,0.049069979,0.059884573,0.256110314,0.413541885,0.397771829,0.257301226,0.259189851,0.325766373,0.399994658,8.3,711,-1.599629892,-0.994376685,Forest
Limno_curvi_xxx,Limno_curvi_xxx,0.03608827,0.108849879,0.107036405,0.034678125,0.05085958,0.048124465,0.097686906,0.282220442,0.701433852,0.609493793,0.266138866,0.300336014,0.34506122,0.713701595,16.5,986,-0.3045948,-0.656403642,Nonforest
Limno_recti_xxx,Limno_recti_xxx,0.049558256,0.091677131,0.087189966,0.030429829,0.056326362,0.066611472,0.093588148,0.345026142,0.550808102,0.524662673,0.301847225,0.360697421,0.375046341,0.585395818,16.6,1089.5,-0.28880169,-0.529202879,Nonforest
Lochm_nemat_obs,Lochm_nemat_obs,0.014781506,0.0215109,0.020443801,0.009929845,0.013296789,0.003253241,0.020150678,0.213662105,0.341167932,0.354918043,0.197199129,0.201534201,0.238655892,0.324080701,18.5,1560,0.011267417,0.049038273,Forest
Marga_bellu_xxx,Marga_bellu_xxx,0.024317773,0.030257315,0.032246076,0.011230234,0.023739107,0.031844405,0.026699984,0.23192135,0.284130854,0.323518479,0.183543784,0.254261067,0.28097911,0.348082434,20.2,2534,0.279750302,1.246077342,Forest
Marga_rubig_xxx,Marga_rubig_xxx,0.034070063,0.064723845,0.054960695,0.023826401,0.041845962,0.044658519,0.037048705,0.251597787,0.376814325,0.369268088,0.210571558,0.269297249,0.310930352,0.476745149,16.1,2614,-0.367767244,1.344396773,Forest
Marga_squam_xxx,Marga_squam_xxx,0.032422281,0.029737742,0.032344695,0.019913368,0.03246624,0.036073719,0.037086726,0.253866236,0.333764657,0.354043522,0.220861972,0.260305974,0.306172768,0.416702755,13.8,1165,-0.731008794,-0.436413916,Forest
Megax_parna_xxx,Megax_parna_xxx,0.05671799,0.098273168,0.096010674,0.051674334,0.06750275,0.053984985,0.095690829,0.30845736,0.422823694,0.417348544,0.301554134,0.329206471,0.326762015,0.710874053,22.55,860,0.650888407,-0.811256745,Intermediate
Metop_auran_xxx,Metop_auran_xxx,0.022130559,0.078726846,0.086596525,0.026992849,0.025572905,0.023851081,0.116890215,0.323617618,0.485377271,0.500525038,0.279238198,0.347647778,0.338942797,0.500949954,25.35,2914.5,1.093095512,1.713709135,Intermediate
Micrx_mille_xxx,Micrx_mille_xxx,0.027497374,0.046409105,0.036716363,0.018143005,0.050150808,0.049646617,0.052043978,0.30167699,0.389147047,0.421516997,0.244313371,0.310121111,0.320268133,0.461796157,26.1,2534,1.211543844,1.246077342,Intermediate
Nasic_longi_xxx,Nasic_longi_xxx,0.034223007,0.055135937,0.039907788,0.019222372,0.041148664,0.027956461,0.095500102,0.254088885,0.353635254,0.353431305,0.242022256,0.276572107,0.281829418,0.68096051,26.1,2609,1.211543844,1.338251809,Forest
Ochet_andae_xxx,Ochet_andae_xxx,0.030096749,0.090159998,0.099043113,0.028154235,0.032583134,0.037571702,0.100290256,0.293945542,0.550204778,0.570997972,0.283650754,0.289330688,0.295621395,0.626072803,11.5,597.5,-1.094250344,-1.133867377,Nonforest
Ochet_melan_xxx,Ochet_melan_xxx,0.024376443,0.034783931,0.047537048,0.018334996,0.031065168,0.008801933,0.088659613,0.286679196,0.33273288,0.474926186,0.272602035,0.262198194,0.234550386,0.6990027,9.8,500,-1.362733229,-1.253694184,Nonforest
Ochet_phoen_xxx,Ochet_phoen_xxx,0.028111664,0.08205029,0.049020303,0.024770351,0.031757174,0.013141517,0.030274773,0.295260823,0.478359508,0.450234205,0.269017092,0.326264835,0.222596418,0.511856727,7.85,228.5,-1.670698891,-1.587365752,Nonforest
Ochet_rufic_xxx,Ochet_rufic_xxx,0.035149932,0.071025724,0.078462607,0.02968826,0.040907828,0.014326222,0.064903347,0.320383569,0.457512631,0.571205632,0.30004118,0.315579097,0.24522848,0.633794426,8,160,-1.647009225,-1.671551764,Nonforest
Phace_dorsa_xxx,Phace_dorsa_xxx,0.030836461,0.067706159,0.091911686,0.023187798,0.02966749,0.029332644,0.07086373,0.281038698,0.517424593,0.581426635,0.291309044,0.317897633,0.262343798,0.534258284,16.7,711,-0.273008579,-0.994376685,Nonforest
Phace_eryth_xxx,Phace_eryth_xxx,0.025992948,0.058285279,0.055707496,0.048313291,0.030919899,0.042673861,0.079996762,0.267965787,0.362269015,0.365270671,0.259105191,0.2730665,0.310759513,0.351569209,21.4,1902,0.469267632,0.46935384,Intermediate
Phace_ferru_xxx,Phace_ferru_xxx,0.025193373,0.074058254,0.059741897,0.033004886,0.024206853,0.021756942,0.081678315,0.269649808,0.389966605,0.331993355,0.239571217,0.264031777,0.246948437,0.390551126,18,1438,-0.067698137,-0.100898858,Nonforest
Phace_macul_xxx,Phace_macul_xxx,0.025014936,0.079764437,0.091704385,0.034427516,0.019127128,0.029932465,0.103501043,0.246961175,0.40741178,0.454030121,0.258458553,0.272139645,0.284650521,0.558889518,15.15,572,-0.517801797,-1.165206696,Nonforest
Phace_ruber_xxx,Phace_ruber_xxx,0.030194009,0.091225988,0.080962918,0.029118715,0.032248745,0.03240491,0.093255537,0.259225758,0.617999533,0.542278255,0.225126884,0.292645021,0.253422103,0.632901843,23.4,1250,0.78512985,-0.331949521,Nonforest
Phace_sibil_xxx,Phace_sibil_xxx,0.031712588,0.062126555,0.095723333,0.029978964,0.043104634,0.023430579,0.066472468,0.295262613,0.513770859,0.610548392,0.300015853,0.328189831,0.267669202,0.595743188,20.9,787,0.390302078,-0.900973226,Intermediate
Phace_stria_xxx,Phace_stria_xxx,0.028828023,0.095038615,0.100621557,0.036163402,0.031343636,0.033689589,0.113587184,0.278339966,0.551042964,0.549888133,0.26777492,0.313953062,0.307223639,0.651063748,16.6,984,-0.28880169,-0.658861628,Nonforest
Phace_strie_xxx,Phace_strie_xxx,0.025356638,0.076761263,0.087068484,0.015992134,0.03257465,0.017900891,0.078121212,0.265480071,0.482436265,0.571903819,0.219650734,0.296179702,0.263388904,0.55592938,10.35,611,-1.275871119,-1.117275973,Nonforest
Phily_atric_xxx,Phily_atric_xxx,0.027723232,0.056510088,0.060472575,0.011665554,0.042442464,0.0534081,0.098042168,0.247272386,0.333042899,0.336816338,0.194689972,0.277666458,0.346814779,0.462840788,20.3,1709,0.295543413,0.232158213,Forest
Phily_erytc_ery,Phily_erytc_ery,0.019559909,0.048886707,0.063970003,0.014682503,0.031691679,0.045643048,0.053997695,0.265076187,0.422798001,0.49380781,0.218333908,0.282509344,0.333696083,0.508699597,25.2,2350,1.069405846,1.019942652,Forest
Phily_fusci_xxx,Phily_fusci_xxx,0.025991404,0.072017062,0.067715454,0.016588394,0.039262574,0.067422519,0.116852224,0.244566448,0.40558799,0.432186544,0.210721719,0.26361064,0.374480002,0.478114436,23.8,2696,0.848302293,1.44517419,Forest
Phily_pyrrh_xxx,Phily_pyrrh_xxx,0.027031566,0.068540878,0.079332622,0.01829546,0.070690352,0.071474924,0.089727659,0.250212816,0.354462165,0.388356926,0.207472646,0.325283357,0.377544752,0.411392417,25.7,2771,1.1483714,1.537348656,Forest
Phily_rufum_xxx,Phily_rufum_xxx,0.033367577,0.067132279,0.081226465,0.019720106,0.046136472,0.04313465,0.106977049,0.291764488,0.398286765,0.433714661,0.258735867,0.313177468,0.34769101,0.45783392,19.4,1791,0.153405415,0.33293563,Forest
Premn_guttu_xxx,Premn_guttu_xxx,0.016898155,0.041314656,0.04600989,0.012207837,0.022739312,0.032625738,0.064676103,0.229252374,0.330960052,0.372382354,0.194847411,0.238071852,0.294812772,0.453793965,17,1827,-0.225629246,0.377179373,Forest
Premx_tatei_xxx,Premx_tatei_xxx,0.020895704,0.044912436,0.038727567,0.008428135,0.022716131,0.016008823,0.066220699,0.194141151,0.370645648,0.369377419,0.184141343,0.204676206,0.227322209,0.430977967,18.9,1587,0.074439861,0.082221081,Forest
Pseua_cacto_xxx,Pseua_cacto_xxx,0.038516105,0.080330082,0.059926728,0.038618626,0.045836543,0.03105211,0.089804728,0.344661455,0.506444889,0.483743208,0.32227927,0.344976216,0.33497212,0.432102962,18.5,52,0.011267417,-1.804282996,Nonforest
Pseua_humic_xxx,Pseua_humic_xxx,0.024668057,0.065803116,0.056486971,0.024035479,0.029516803,-0.002228161,0.046938821,0.288911673,0.510114422,0.45881751,0.265793668,0.295766506,0.281869139,0.464351219,14.3,454,-0.65204324,-1.310227856,Nonforest
Pseuc_boiss_xxx,Pseuc_boiss_xxx,0.024805725,0.054351355,0.069093686,0.008144438,0.056876262,0.042100711,0.052393775,0.262185589,0.350539757,0.449395702,0.210884658,0.313105151,0.326097089,0.481016781,15,1233,-0.541491464,-0.3528424,Intermediate
Pseuc_lawre_law,Pseuc_lawre_law,0.037708484,0.054611901,0.068324864,0.01061167,0.048737189,0.052092976,0.036845961,0.268203185,0.370040713,0.444327937,0.189658187,0.299768903,0.339812328,0.421856044,15.45,2567,-0.470422465,1.286634108,Intermediate
Pseus_crist_xxx,Pseus_crist_xxx,0.053290103,0.077887153,0.068723654,0.048977081,0.0578776,0.038324656,0.077602122,0.30285462,0.375674345,0.366769898,0.344647624,0.316433236,0.295616822,0.377292632,24.5,921,0.95885407,-0.736288179,Intermediate
Pseus_guttu_xxx,Pseus_guttu_xxx,0.030098179,0.053790332,0.058624547,0.027061544,0.036859698,0.01676129,0.012102291,0.312439528,0.440976118,0.438263164,0.298317417,0.333930351,0.255699145,0.287800827,13.5,199.5,-0.778388127,-1.623006545,Nonforest
Pseus_lopho_xxx,Pseus_lopho_xxx,0.045646044,0.066415307,0.06865253,0.025165317,0.057804578,0.043795293,0.080490532,0.33572402,0.410688058,0.431340367,0.291776434,0.361986696,0.320786547,0.431484494,18.25,862,-0.02821536,-0.80879876,Intermediate
Pseus_uniru_xxx,Pseus_uniru_xxx,0.054082059,0.07564307,0.070391525,0.040316373,0.062015775,0.046835188,0.081885144,0.316855531,0.382652621,0.375775168,0.301088592,0.340183486,0.315252213,0.39822077,26.1,1280.5,1.211543844,-0.294465238,Intermediate
Pygar_albog_xxx,Pygar_albog_xxx,0.016645677,0.037768761,0.041923181,0.014784807,0.026888438,0.04940005,0.101791252,0.255173758,0.400676922,0.477552145,0.243244271,0.268297047,0.362950173,0.824307127,9.3,1357,-1.441698783,-0.200447282,Intermediate
Rorai_adust_xxx,Rorai_adust_xxx,0.018030707,0.037442669,0.052266696,0.007760859,0.017565481,0.022501598,0.066340947,0.209238202,0.301100571,0.368401025,0.179271908,0.228066802,0.259487965,0.467894963,19.1,1778,0.106026082,0.316958722,Forest
Schoe_phryg_xxx,Schoe_phryg_xxx,0.024485915,0.098836061,0.110305394,0.035149457,0.046214462,0.026935794,0.008296942,0.277526571,0.676662222,0.463327909,0.266228137,0.341202141,0.299512157,0.181723373,22.8,1137.5,0.690371185,-0.47021122,Nonforest
Scler_albig_xxx,Scler_albig_xxx,0.016696029,0.0167299,0.02015061,0.010567696,0.01896152,0.002347663,0.055776338,0.247259992,0.257976519,0.273713684,0.218743011,0.24523872,0.255353738,0.47155267,21.6,2260,0.500853854,0.909333292,Forest
Scler_cauda_xxx,Scler_cauda_xxx,0.016761775,0.020721405,0.023960199,0.015729212,0.019420089,0.004457719,0.041643503,0.239237698,0.258819393,0.280475365,0.202613357,0.261182257,0.266628134,0.333624327,25.2,2534,1.069405846,1.246077342,Forest
Scler_guate_xxx,Scler_guate_xxx,0.013808353,0.014529425,0.020756718,0.01366443,0.015063023,0.004032391,0.036148399,0.226605324,0.240645903,0.264368852,0.205027363,0.231679201,0.245913076,0.398026617,25,2576,1.037819624,1.297695043,Forest
Scler_mexic_mex,Scler_mexic_mex,0.015815281,0.024689331,0.027147177,0.012671803,0.029210892,0.005283724,0.050888604,0.224899041,0.245038173,0.268252097,0.201704905,0.239465325,0.251074963,0.301100937,22.4,2418,0.627198741,1.103514168,Forest
Scler_rufig_xxx,Scler_rufig_xxx,0.015275284,0.015699199,0.02165538,0.012458016,0.019949656,0.002651374,0.067007506,0.249210708,0.241543735,0.257565496,0.203258587,0.239968726,0.261986395,0.380989944,25.6,2327,1.132578289,0.991675815,Forest
Scler_scans_xxx,Scler_scans_xxx,0.020300276,0.020574114,0.031427458,0.015534674,0.029458081,0.003080173,0.058077435,0.249835427,0.25237876,0.260146719,0.220890063,0.234343489,0.249628274,0.442901753,18.7,1619,0.042853639,0.121548854,Forest
Sipto_stria_xxx,Sipto_stria_xxx,0.036976984,0.0401125,0.051605433,0.020630373,0.041459477,0.033382,0.045265634,0.276823234,0.370616537,0.394174713,0.209512866,0.290302537,0.288041234,0.365700957,16.85,1857.5,-0.249318912,0.414663656,Intermediate
Sitta_grise_gri,Sitta_grise_gri,0.028024228,0.040590981,0.033035994,0.017474972,0.058206953,0.050691367,0.029696504,0.298489755,0.414313278,0.365298378,0.266516287,0.325707345,0.335047632,0.388588015,22.8,1737,0.690371185,0.266570014,Forest
Spart_malur_xxx,Spart_malur_xxx,0.025043374,0.093519842,0.065100972,0.044372987,0.037934596,0.030619486,0.070400644,0.257268617,0.609633735,0.567764246,0.259475794,0.286225582,0.28428196,0.637332891,16.05,975,-0.375663799,-0.669922564,Nonforest
Synal_albig_xxx,Synal_albig_xxx,0.015792704,0.0659812,0.02770452,0.047816656,0.018065126,0.013861311,0.011501435,0.258391659,0.589063996,0.397835702,0.280336343,0.255203267,0.266037811,0.297776333,24.4,2766,0.943060959,1.531203691,Nonforest
Synal_albil_xxx,Synal_albil_xxx,0.026833103,0.118538786,0.114098705,0.020087898,0.035774052,0.032272654,0.064719726,0.305925484,0.635949901,0.525908706,0.290958156,0.311964612,0.295620761,0.683689388,26.2,1235,1.227336954,-0.350384414,Forest
Synal_azara_aza,Synal_azara_aza,0.019113601,0.036566247,0.027473944,0.054779881,0.019071446,0.027724075,0.008174829,0.256835545,0.464981953,0.386373789,0.30373361,0.264060615,0.286367386,0.293296496,16.7,1217,-0.273008579,-0.372506286,Intermediate
Synal_brach_xxx,Synal_brach_xxx,0.009583327,0.018728355,0.009191964,0.035300068,0.012051296,0.00906121,0.004127971,0.250356744,0.386831574,0.313555901,0.259187447,0.25221835,0.236647169,0.212833414,21.8,2796,0.532440076,1.568073478,Nonforest
Synal_caban_xxx,Synal_caban_xxx,0.018003074,0.032149109,0.024653488,0.035705632,0.016102774,0.021424437,0.007603882,0.237881957,0.353084795,0.334221005,0.252815525,0.248811416,0.247676281,0.256957812,21.8,1906,0.532440076,0.474269811,Intermediate
Synal_cande_xxx,Synal_cande_xxx,0.069765271,0.151409979,0.111977194,0.013952635,0.067627976,0.061819805,0.020867364,0.398356235,0.729850095,0.46350492,0.224116532,0.335401245,0.3394969,0.3920781,27.3,852.5,1.401061174,-0.820474192,Intermediate
Synal_casta_xxx,Synal_casta_xxx,0.049940616,0.078372989,0.063654196,0.062261914,0.053728393,0.047675454,0.004010623,0.292834875,0.359521366,0.332237855,0.323406065,0.308912502,0.331634111,0.199221106,15.25,1140,-0.502008686,-0.467138738,Forest
Synal_cherr_xxx,Synal_cherr_xxx,0.024983405,0.044782171,0.064516722,0.019243448,0.008333029,0.003980057,0.047828742,0.27594194,0.433345805,0.344864175,0.270147882,0.32732145,0.269810713,0.37690609,25.2,2263,1.069405846,0.913020271,Forest
Synal_ciner_xxx,Synal_ciner_xxx,0.018300347,0.023614148,0.017037656,0.013007142,0.014900187,0.019597389,0.005137854,0.247257103,0.401234513,0.373668145,0.220228258,0.248109085,0.262885849,0.233454107,18.7,1712,0.042853639,0.235845192,Forest
Synal_cours_xxx,Synal_cours_xxx,0.010977263,0.018011442,0.020254264,0.048348352,0.011185619,0.012515344,0.003270895,0.275357744,0.370166311,0.376780032,0.297901628,0.262000525,0.283839754,0.263719027,10.6,809,-1.236388342,-0.873935382,Forest
Synal_eryth_xxx,Synal_eryth_xxx,0.019314201,0.044651171,0.069895461,0.014207871,0.017386328,0.02053393,0.016184531,0.267391947,0.482814865,0.353011572,0.261335645,0.266709966,0.271023389,0.330831878,25.1,2553,1.053612735,1.269428207,Forest
Synal_front_xxx,Synal_front_xxx,0.025728395,0.069571275,0.035880679,0.045247396,0.031689216,0.036856625,0.007477553,0.272465632,0.589442764,0.431215114,0.274063376,0.289316471,0.336223095,0.290740557,20.65,949,0.350819301,-0.701876379,Intermediate
Synal_fusco_xxx,Synal_fusco_xxx,0.020295984,0.072342244,0.058420263,0.020137896,0.020221098,0.022054547,0.055440546,0.278541058,0.454912486,0.363712352,0.253890141,0.260121351,0.266086558,0.402760313,16.8,2607,-0.257215468,1.335793823,Intermediate
Synal_gujan_xxx,Synal_gujan_xxx,0.023943865,0.081394413,0.070954249,0.015438804,0.026465565,0.031374573,0.06684089,0.266243443,0.518088698,0.46308878,0.242927792,0.273797306,0.299553789,0.601771701,25.4,2183,1.100992067,0.81470084,Forest
Synal_hellm_xxx,Synal_hellm_xxx,0.022491326,0.047661239,0.03807694,0.023163167,0.025108736,0.0166255,0.007559137,0.299289699,0.378905429,0.340628934,0.251618102,0.335588033,0.272572347,0.207693021,22.8,783.5,0.690371185,-0.905274701,Intermediate
Synal_hypoc_xxx,Synal_hypoc_xxx,0.028366995,0.10848335,0.082892129,0.018308393,0.045481147,0.022865112,0.112588525,0.288424706,0.652456634,0.566989245,0.263931638,0.333270022,0.276352657,0.666862615,14.4,737,-0.636250129,-0.96242287,Intermediate
Synal_hypos_xxx,Synal_hypos_xxx,0.02271639,0.065590865,0.027391986,0.036932198,0.027195667,0.005290458,0.008395809,0.273059415,0.550491293,0.407640836,0.259988039,0.308686484,0.250018568,0.235785522,25.3,1381,1.085198957,-0.170951453,Nonforest
Synal_infus_xxx,Synal_infus_xxx,0.015862844,0.017400863,0.011270887,0.042125367,0.01614966,0.024269186,0.005483476,0.243892123,0.383229808,0.339857825,0.25611673,0.251089675,0.264246594,0.302413295,22.5,1654,0.642991852,0.164563604,Forest
Synal_kolla_xxx,Synal_kolla_xxx,0.063104041,0.087678595,0.099683208,0.022958457,0.028811598,0.046167416,0.009671121,0.324226765,0.655685209,0.511682359,0.266192866,0.382743475,0.335375679,0.264769306,27.35,1411.5,1.40895773,-0.13346717,Forest
Synal_macco_xxx,Synal_macco_xxx,0.011462176,0.014503027,0.020202985,0.026627516,0.013144168,0.010769175,0.005578127,0.232992855,0.350107333,0.341494066,0.203928537,0.234231818,0.26070611,0.254815353,25.95,2411.5,1.187854177,1.095525714,Intermediate
Synal_maran_xxx,Synal_maran_xxx,0.024714676,0.042332714,0.028087384,0.017328597,0.030458183,0.027230599,0.021484233,0.26858552,0.46608976,0.374505464,0.27913566,0.271617361,0.284166377,0.389569246,23.1,1256,0.737750517,-0.324575563,Forest
Synal_moest_xxx,Synal_moest_xxx,0.010033614,0.015383937,0.013007425,0.032103172,0.007083497,0.017820687,0.010238119,0.234909795,0.299984427,0.268685259,0.227813158,0.222529756,0.233451943,0.253061087,20.9,2286,0.390302078,0.941287107,Intermediate
Synal_propi_xxx,Synal_propi_xxx,0.025351721,0.064959469,0.041539394,0.020009841,0.032402923,0.032735245,0.013479735,0.285240466,0.616924057,0.438221304,0.272801998,0.300239989,0.300307923,0.27703051,26.3,2812,1.243130065,1.587737364,Nonforest
Synal_rufic_xxx,Synal_rufic_xxx,0.022371996,0.047947174,0.039443089,0.04784406,0.02114837,0.034761346,0.013541141,0.245215237,0.471333414,0.42960137,0.261675896,0.247708536,0.30062267,0.408416207,18.6,1633,0.027060528,0.138754754,Forest
Synal_rutil_rut,Synal_rutil_rut,0.019746723,0.026939458,0.041618848,0.01930427,0.010597032,0.001497302,0.005747116,0.245877281,0.314310363,0.271050515,0.216635771,0.250390866,0.226749198,0.215360937,25.5,2314,1.116785178,0.975698908,Forest
Synal_scuta_xxx,Synal_scuta_xxx,0.021403761,0.090471287,0.093937753,0.018135834,0.02645197,0.030677435,0.004523926,0.279926321,0.696485135,0.551265611,0.265597248,0.29004278,0.281418598,0.252664123,20.95,1016,0.398198633,-0.619533855,Intermediate
Synal_spixi_xxx,Synal_spixi_xxx,0.01930529,0.038484307,0.02247193,0.043731108,0.019705213,0.021436421,0.005194003,0.254846178,0.448780932,0.378393117,0.253249817,0.256989577,0.259005378,0.219929396,17.8,1518,-0.099284359,-0.002579428,Nonforest
Synal_stict_sti,Synal_stict_sti,0.030040931,0.079833702,0.0502697,0.020586983,0.056992156,0.041622848,0.066761616,0.325624139,0.646067406,0.573343954,0.299266736,0.36646045,0.314662882,0.652414969,23.8,149,0.848302293,-1.685070686,Nonforest
Synal_subpu_xxx,Synal_subpu_xxx,0.021596115,0.069293552,0.049335169,0.04922648,0.018075575,0.018259396,0.017801866,0.259654505,0.527533596,0.453685101,0.277505766,0.290851453,0.277391287,0.320309782,13.5,873,-0.778388127,-0.795279838,Intermediate
Synal_tithy_xxx,Synal_tithy_xxx,0.016771674,0.039951102,0.023327274,0.004723299,0.020641901,0.005785178,0.004127398,0.271953406,0.526556553,0.403062801,0.188179612,0.261517651,0.233936307,0.190167472,23.8,826,0.848302293,-0.853042503,Intermediate
Synal_uniru_och,Synal_uniru_och,0.026802556,0.068136362,0.053627145,0.027943102,0.019111725,0.029541551,0.033121216,0.255710625,0.366820893,0.329315228,0.252114226,0.251314158,0.266269076,0.298989176,15.4,1269,-0.47831902,-0.308598656,Forest
Synal_zimme_xxx,Synal_zimme_xxx,0.023753501,0.071165276,0.065602043,0.021525873,0.030872971,0.0082087,0.026837178,0.29145398,0.415281466,0.406496949,0.28012294,0.301077065,0.236032341,0.339094226,14.1,258.5,-0.683629461,-1.550495965,Nonforest
Synda_dimid_xxx,Synda_dimid_xxx,0.032127597,0.074044216,0.072977106,0.02596509,0.034817596,0.035353576,0.085210573,0.235930666,0.348059341,0.356640082,0.22558942,0.244540512,0.282797787,0.370301436,21.3,1605,0.453474522,0.104342953,Forest
Synda_rorai_xxx,Synda_rorai_xxx,0.022011506,0.052587781,0.057441437,0.016793391,0.028874103,0.042253204,0.053128676,0.262092378,0.327712949,0.361465343,0.200313673,0.273811199,0.308764415,0.386184522,19.2,2255,0.121819193,0.903188328,Forest
Synda_rufic_xxx,Synda_rufic_xxx,0.030498196,0.038998785,0.051978124,0.021065791,0.038474218,0.035431844,0.066150275,0.248296188,0.337691797,0.368998596,0.216620083,0.264462613,0.297989488,0.380460643,19.35,910.5,0.145508859,-0.749192605,Forest
Synda_stria_xxx,Synda_stria_xxx,0.026135761,0.059874077,0.07594919,0.023289942,0.030651886,0.029735755,0.124629164,0.238115972,0.317347408,0.37729753,0.203523448,0.239684821,0.320664012,0.460450636,21.05,1691.5,0.413991744,0.210650838,Forest
Synda_subal_xxx,Synda_subal_xxx,0.019390569,0.038688329,0.044362175,0.014732961,0.027204357,0.029519706,0.029863611,0.239598171,0.334775105,0.375008237,0.228825536,0.254113489,0.301408951,0.332368562,18.5,2636,0.011267417,1.371434616,Forest
Synda_ucaya_xxx,Synda_ucaya_xxx,0.025808999,0.064818643,0.064092073,0.022220179,0.032674124,0.029022267,0.093304833,0.23637422,0.333038538,0.325723101,0.228967697,0.256380127,0.296453962,0.397696272,24.9,2590,1.022026513,1.314900944,Forest
Tarph_certh_xxx,Tarph_certh_xxx,0.027552967,0.059695279,0.063741772,0.026078005,0.030713952,0.024994673,0.07228696,0.263017122,0.415439236,0.40865988,0.260901314,0.276570787,0.308788186,0.656727842,17.7,580,-0.11507747,-1.155374753,Nonforest
